ID,Nom,IDVoisin,NomVoisin
22002,ANDEL,22009,LE BODEO
22003,AUCALEUC,22048,CORSEUL
22003,AUCALEUC,22259,QUEVERT
22003,AUCALEUC,22364,TRELIVAN
22003,AUCALEUC,22388,VILDE-GUINGALAN
22004,BEGARD,22018,BRELIDY
22004,BEGARD,22041,COATASCORN
22004,BEGARD,22135,LOUARGAT
22004,BEGARD,22164,PEDERNEC
22004,BEGARD,22245,PLUZUNET
22004,BEGARD,22254,PRAT
22004,BEGARD,22310,SAINT-LAURENT
22005,BELLE-ISLE-EN-TERRE,22129,LOC-ENVEL
22005,BELLE-ISLE-EN-TERRE,22135,LOUARGAT
22005,BELLE-ISLE-EN-TERRE,22216,PLOUGONVER
22005,BELLE-ISLE-EN-TERRE,22228,PLOUNEVEZ-MOEDEC
22005,BELLE-ISLE-EN-TERRE,22359,TREGROM
22006,BERHET,22034,CAVAN
22006,BERHET,22101,LANGOAT
22006,BERHET,22141,MANTALLOT
22006,BERHET,22254,PRAT
22008,BOBITAL,22021,BRUSVILY
22008,BOBITAL,22082,LE HINGLE
22008,BOBITAL,22280,SAINT-CARNE
22008,BOBITAL,22364,TRELIVAN
22008,BOBITAL,22380,TREVRON
22009,LE BODEO,22001,ALLINEUC
22009,LE BODEO,22073,LA HARMOYE
22009,LE BODEO,22099,LANFAINS
22009,LE BODEO,22149,MERLEAC
22009,LE BODEO,22203,PLŒUC-L'HERMITAGE
22009,LE BODEO,22313,SAINT-MARTIN-DES-PRES
22011,BOQUEHO,22045,COHINIAC
22011,BOQUEHO,22116,LANRODEC
22011,BOQUEHO,22126,LE LESLAY
22011,BOQUEHO,22206,CHATELAUDREN-PLOUAGAT
22011,BOQUEHO,22234,PLOUVARA
22011,BOQUEHO,22289,SAINT-FIACRE
22011,BOQUEHO,22291,SAINT-GILDAS
22012,LA BOUILLIE,22054,ERQUY
22012,LA BOUILLIE,22076,HENANBIHEN
22012,LA BOUILLIE,22077,HENANSAL
22012,LA BOUILLIE,22242,PLURIEN
22012,LA BOUILLIE,22273,SAINT-ALBAN
22013,BOURBRIAC,22040,COADOUT
22013,BOURBRIAC,22072,GURUNHUEL
22013,BOURBRIAC,22088,KERIEN
22013,BOURBRIAC,22138,MAEL-PESTIVIEN
22013,BOURBRIAC,22139,MAGOAR
22013,BOURBRIAC,22156,MOUSTERU
22013,BOURBRIAC,22189,PLESIDY
22013,BOURBRIAC,22249,PONT-MELVEZ
22013,BOURBRIAC,22271,SAINT-ADRIEN
22014,BOURSEUL,22048,CORSEUL
22014,BOURSEUL,22084,JUGON-LES-LACS - COMMUNE NOUVELLE
22014,BOURSEUL,22172,PLANCOET
22014,BOURSEUL,22205,PLOREC-SUR-ARGUENON
22014,BOURSEUL,22237,PLUDUNO
22014,BOURSEUL,22317,SAINT-MELOIR-DES-BOIS
22015,BREHAND,22079,HENON
22015,BREHAND,22093,LAMBALLE-ARMOR
22015,BREHAND,22098,LANDEHEN
22015,BREHAND,22258,QUESSOY
22015,BREHAND,22332,SAINT-TRIMOEL
22015,BREHAND,22345,TREBRY
22015,BREHAND,22346,TREDANIEL
22018,BRELIDY,22004,BEGARD
22018,BRELIDY,22041,COATASCORN
22018,BRELIDY,22095,LANDEBAERON
22018,BRELIDY,22212,PLOUEC-DU-TRIEUX
22018,BRELIDY,22269,RUNAN
22018,BRELIDY,22310,SAINT-LAURENT
22019,BRINGOLO,22065,GOUDELIN
22019,BRINGOLO,22150,LE MERZER
22019,BRINGOLO,22182,PLELO
22019,BRINGOLO,22206,CHATELAUDREN-PLOUAGAT
22019,BRINGOLO,22304,SAINT-JEAN-KERDANIEL
22019,BRINGOLO,22375,TRESSIGNAUX
22020,BROONS,22032,CAULNES
22020,BROONS,22240,PLUMAUGAT
22020,BROONS,22337,SEVIGNAC
22020,BROONS,22348,TREDIAS
22020,BROONS,22369,TREMEUR
22020,BROONS,22391,YVIGNAC-LA-TOUR
22021,BRUSVILY,22008,BOBITAL
22021,BRUSVILY,22082,LE HINGLE
22021,BRUSVILY,22239,PLUMAUDAN
22021,BRUSVILY,22342,TREBEDAN
22021,BRUSVILY,22364,TRELIVAN
22021,BRUSVILY,22380,TREVRON
22021,BRUSVILY,22391,YVIGNAC-LA-TOUR
22023,BULAT-PESTIVIEN,22025,CALLAC
22023,BULAT-PESTIVIEN,22138,MAEL-PESTIVIEN
22023,BULAT-PESTIVIEN,22216,PLOUGONVER
22023,BULAT-PESTIVIEN,22249,PONT-MELVEZ
22023,BULAT-PESTIVIEN,22328,SAINT-SERVAIS
22024,CALANHEL,22025,CALLAC
22024,CALANHEL,22037,LA CHAPELLE-NEUVE
22024,CALANHEL,22132,LOHUEC
22024,CALANHEL,22231,PLOURAC'H
22024,CALANHEL,22243,PLUSQUELLEC
22025,CALLAC,22023,BULAT-PESTIVIEN
22025,CALLAC,22024,CALANHEL
22025,CALLAC,22037,LA CHAPELLE-NEUVE
22025,CALLAC,22052,DUAULT
22025,CALLAC,22216,PLOUGONVER
22025,CALLAC,22243,PLUSQUELLEC
22025,CALLAC,22328,SAINT-SERVAIS
22026,CALORGUEN,22035,LES CHAMPS-GERAUX
22026,CALORGUEN,22056,EVRAN
22026,CALORGUEN,22118,LANVALLAY
22026,CALORGUEN,22274,SAINT-ANDRE-DES-EAUX
22026,CALORGUEN,22280,SAINT-CARNE
22026,CALORGUEN,22308,SAINT-JUVAT
22026,CALORGUEN,22380,TREVRON
22027,LE CAMBOUT,22241,PLUMIEUX
22027,LE CAMBOUT,22288,SAINT-ETIENNE-DU-GUE-DE-L'ISLE
22027,LE CAMBOUT,56024,BREHAN
22027,LE CAMBOUT,56102,FORGES DE LANOUEE
22028,CAMLEZ,22042,COATREVEN
22028,CAMLEZ,22090,KERMARIA-SULARD
22028,CAMLEZ,22152,MINIHY-TREGUIER
22028,CAMLEZ,22166,PENVENAN
22028,CAMLEZ,22221,PLOUGUIEL
22028,CAMLEZ,22363,TRELEVERN
22028,CAMLEZ,22379,TREVOU-TREGUIGNEC
22029,CANIHUEL,22047,CORLAY
22029,CANIHUEL,22074,LE HAUT-CORLAY
22029,CANIHUEL,22092,KERPERT
22029,CANIHUEL,22244,PLUSSULIEN
22029,CANIHUEL,22294,SAINT-GILLES-PLIGEAUX
22029,CANIHUEL,22321,SAINT-NICOLAS-DU-PELEM
22029,CANIHUEL,22334,SAINT-IGEAUX
22029,CANIHUEL,22386,LE VIEUX-BOURG
22030,CAOUENNEC-LANVEZEAC,22034,CAVAN
22030,CAOUENNEC-LANVEZEAC,22113,LANNION
22030,CAOUENNEC-LANVEZEAC,22257,QUEMPERVEN
22030,CAOUENNEC-LANVEZEAC,22265,ROSPEZ
22030,CAOUENNEC-LANVEZEAC,22340,TONQUEDEC
22031,CARNOET,22052,DUAULT
22031,CARNOET,22128,LOCARN
22031,CARNOET,22231,PLOURAC'H
22031,CARNOET,22243,PLUSQUELLEC
22031,CARNOET,22344,TREBRIVAN
22031,CARNOET,22351,TREFFRIN
22031,CARNOET,29012,BOLAZEC
22031,CARNOET,29205,PLOUNEVEZEL
22031,CARNOET,29227,POULLAOUEN
22031,CARNOET,29275,SCRIGNAC
22032,CAULNES,22020,BROONS
22032,CAULNES,22036,LA CHAPELLE-BLANCHE
22032,CAULNES,22069,GUENROC
22032,CAULNES,22071,GUITTE
22032,CAULNES,22239,PLUMAUDAN
22032,CAULNES,22240,PLUMAUGAT
22032,CAULNES,22305,SAINT-JOUAN-DE-L'ISLE
22032,CAULNES,22391,YVIGNAC-LA-TOUR
22033,CAUREL,22107,BON REPOS SUR BLAVET
22033,CAUREL,22158,GUERLEDAN
22033,CAUREL,22295,SAINT-GILLES-VIEUX-MARCHE
22033,CAUREL,22316,SAINT-MAYEUX
22033,CAUREL,56203,SAINT-AIGNAN
22034,CAVAN,22006,BERHET
22034,CAVAN,22030,CAOUENNEC-LANVEZEAC
22034,CAVAN,22101,LANGOAT
22034,CAVAN,22245,PLUZUNET
22034,CAVAN,22254,PRAT
22034,CAVAN,22257,QUEMPERVEN
22034,CAVAN,22340,TONQUEDEC
22035,LES CHAMPS-GERAUX,22026,CALORGUEN
22035,LES CHAMPS-GERAUX,22056,EVRAN
22035,LES CHAMPS-GERAUX,22118,LANVALLAY
22035,LES CHAMPS-GERAUX,22299,SAINT-HELEN
22035,LES CHAMPS-GERAUX,35225,PLESDER
22036,LA CHAPELLE-BLANCHE,22032,CAULNES
22036,LA CHAPELLE-BLANCHE,22071,GUITTE
22036,LA CHAPELLE-BLANCHE,22305,SAINT-JOUAN-DE-L'ISLE
22036,LA CHAPELLE-BLANCHE,35171,MEDREAC
22036,LA CHAPELLE-BLANCHE,35234,QUEDILLAC
22037,LA CHAPELLE-NEUVE,22024,CALANHEL
22037,LA CHAPELLE-NEUVE,22025,CALLAC
22037,LA CHAPELLE-NEUVE,22131,LOGUIVY-PLOUGRAS
22037,LA CHAPELLE-NEUVE,22132,LOHUEC
22037,LA CHAPELLE-NEUVE,22216,PLOUGONVER
22039,LA CHEZE,22183,PLEMET
22039,LA CHEZE,22241,PLUMIEUX
22039,LA CHEZE,22275,SAINT-BARNABE
22039,LA CHEZE,56024,BREHAN
22040,COADOUT,22013,BOURBRIAC
22040,COADOUT,22067,GRACES
22040,COADOUT,22156,MOUSTERU
22040,COADOUT,22225,PLOUMAGOAR
22040,COADOUT,22271,SAINT-ADRIEN
22041,COATASCORN,22004,BEGARD
22041,COATASCORN,22018,BRELIDY
22041,COATASCORN,22254,PRAT
22041,COATASCORN,22269,RUNAN
22042,COATREVEN,22028,CAMLEZ
22042,COATREVEN,22090,KERMARIA-SULARD
22042,COATREVEN,22101,LANGOAT
22042,COATREVEN,22110,LANMERIN
22042,COATREVEN,22152,MINIHY-TREGUIER
22042,COATREVEN,22381,TREZENY
22043,COETLOGON,22062,GOMENE
22043,COETLOGON,22183,PLEMET
22043,COETLOGON,22241,PLUMIEUX
22043,COETLOGON,56129,MENEAC
22043,COETLOGON,56257,LA TRINITE-PORHOET
22044,COETMIEUX,22002,ANDEL
22044,COETMIEUX,22081,HILLION
22044,COETMIEUX,22093,LAMBALLE-ARMOR
22044,COETMIEUX,22246,POMMERET
22045,COHINIAC,22011,BOQUEHO
22045,COHINIAC,22059,LE FŒIL
22045,COHINIAC,22126,LE LESLAY
22045,COHINIAC,22234,PLOUVARA
22045,COHINIAC,22287,SAINT-DONAN
22046,LE MENE,22296,SAINT-GLEN
22047,CORLAY,22029,CANIHUEL
22047,CORLAY,22074,LE HAUT-CORLAY
22047,CORLAY,22244,PLUSSULIEN
22047,CORLAY,22313,SAINT-MARTIN-DES-PRES
22047,CORLAY,22316,SAINT-MAYEUX
22048,CORSEUL,22003,AUCALEUC
22048,CORSEUL,22014,BOURSEUL
22048,CORSEUL,22049,CREHEN
22048,CORSEUL,22105,LANGUENAN
22048,CORSEUL,22172,PLANCOET
22048,CORSEUL,22259,QUEVERT
22048,CORSEUL,22315,SAINT-MAUDEZ
22048,CORSEUL,22317,SAINT-MELOIR-DES-BOIS
22048,CORSEUL,22318,SAINT-MICHEL-DE-PLELAN
22048,CORSEUL,22339,TADEN
22048,CORSEUL,22388,VILDE-GUINGALAN
22049,CREHEN,22048,CORSEUL
22049,CREHEN,22105,LANGUENAN
22049,CREHEN,22172,PLANCOET
22049,CREHEN,22209,BEAUSSAIS-SUR-MER
22049,CREHEN,22302,SAINT-JACUT-DE-LA-MER
22049,CREHEN,22311,SAINT-LORMEL
22050,DINAN,22118,LANVALLAY
22050,DINAN,22259,QUEVERT
22050,DINAN,22339,TADEN
22052,DUAULT,22025,CALLAC
22052,DUAULT,22031,CARNOET
22052,DUAULT,22128,LOCARN
22052,DUAULT,22243,PLUSQUELLEC
22052,DUAULT,22328,SAINT-SERVAIS
22053,EREAC,22046,LE MENE
22053,EREAC,22114,LANRELAS
22053,EREAC,22148,MERILLAC
22053,EREAC,22267,ROUILLAC
22053,EREAC,22309,SAINT-LAUNEUC
22053,EREAC,22337,SEVIGNAC
22054,ERQUY,22012,LA BOUILLIE
22054,ERQUY,22186,PLENEUF-VAL-ANDRE
22054,ERQUY,22242,PLURIEN
22054,ERQUY,22273,SAINT-ALBAN
22055,BINIC-ETABLES-SUR-MER,22117,LANTIC
22055,BINIC-ETABLES-SUR-MER,22251,PORDIC
22056,EVRAN,22026,CALORGUEN
22056,EVRAN,22035,LES CHAMPS-GERAUX
22056,EVRAN,22208,PLOUASNE
22056,EVRAN,22263,LE QUIOU
22056,EVRAN,22274,SAINT-ANDRE-DES-EAUX
22056,EVRAN,22306,SAINT-JUDOCE
22056,EVRAN,35225,PLESDER
22056,EVRAN,35345,TREVERIEN
22057,LE FAOUET,22108,LANLEFF
22057,LE FAOUET,22256,QUEMPER-GUEZENNEC
22057,LE FAOUET,22283,SAINT-CLET
22057,LE FAOUET,22293,SAINT-GILLES-LES-BOIS
22057,LE FAOUET,22370,TREMEVEN
22057,LE FAOUET,22378,TREVEREC
22059,LE FŒIL,22045,COHINIAC
22059,LE FŒIL,22099,LANFAINS
22059,LE FŒIL,22126,LE LESLAY
22059,LE FŒIL,22170,PLAINE-HAUTE
22059,LE FŒIL,22262,QUINTIN
22059,LE FŒIL,22276,SAINT-BIHY
22059,LE FŒIL,22277,SAINT-BRANDAN
22059,LE FŒIL,22287,SAINT-DONAN
22059,LE FŒIL,22386,LE VIEUX-BOURG
22060,GAUSSON,22068,GRACE-UZEL
22060,GAUSSON,22155,LA MOTTE
22060,GAUSSON,22203,PLŒUC-L'HERMITAGE
22060,GAUSSON,22219,PLOUGUENAST-LANGAST
22060,GAUSSON,22300,SAINT-HERVE
22061,GLOMEL,22087,KERGRIST-MOELOU
22061,GLOMEL,22137,MAEL-CARHAIX
22061,GLOMEL,22146,MELLIONNEC
22061,GLOMEL,22163,PAULE
22061,GLOMEL,22266,ROSTRENEN
22061,GLOMEL,56100,LANGONNET
22061,GLOMEL,56170,PLOURAY
22062,GOMENE,22043,COETLOGON
22062,GOMENE,22122,LAURENAN
22062,GOMENE,22147,MERDRIGNAC
22062,GOMENE,22183,PLEMET
22062,GOMENE,56129,MENEAC
22063,GOMMENEC'H,22065,GOUDELIN
22063,GOMMENEC'H,22112,LANNEBERT
22063,GOMMENEC'H,22248,POMMERIT-LE-VICOMTE
22063,GOMMENEC'H,22293,SAINT-GILLES-LES-BOIS
22063,GOMMENEC'H,22370,TREMEVEN
22063,GOMMENEC'H,22378,TREVEREC
22064,GOUAREC,22107,BON REPOS SUR BLAVET
22064,GOUAREC,22181,PLELAUFF
22064,GOUAREC,22220,PLOUGUERNEVEL
22064,GOUAREC,22331,SAINTE-TREPHINE
22065,GOUDELIN,22019,BRINGOLO
22065,GOUDELIN,22063,GOMMENEC'H
22065,GOUDELIN,22112,LANNEBERT
22065,GOUDELIN,22121,LANVOLLON
22065,GOUDELIN,22150,LE MERZER
22065,GOUDELIN,22248,POMMERIT-LE-VICOMTE
22065,GOUDELIN,22375,TRESSIGNAUX
22067,GRACES,22040,COADOUT
22067,GRACES,22070,GUINGAMP
22067,GRACES,22156,MOUSTERU
22067,GRACES,22223,PLOUISY
22067,GRACES,22225,PLOUMAGOAR
22068,GRACE-UZEL,22060,GAUSSON
22068,GRACE-UZEL,22155,LA MOTTE
22068,GRACE-UZEL,22300,SAINT-HERVE
22068,GRACE-UZEL,22330,SAINT-THELO
22068,GRACE-UZEL,22376,TREVE
22069,GUENROC,22032,CAULNES
22069,GUENROC,22071,GUITTE
22069,GUENROC,22208,PLOUASNE
22069,GUENROC,22239,PLUMAUDAN
22069,GUENROC,22312,SAINT-MADEN
22070,GUINGAMP,22067,GRACES
22070,GUINGAMP,22161,PABU
22070,GUINGAMP,22223,PLOUISY
22070,GUINGAMP,22225,PLOUMAGOAR
22070,GUINGAMP,22272,SAINT-AGATHON
22071,GUITTE,22032,CAULNES
22071,GUITTE,22036,LA CHAPELLE-BLANCHE
22071,GUITTE,22069,GUENROC
22071,GUITTE,22208,PLOUASNE
22071,GUITTE,35171,MEDREAC
22072,GURUNHUEL,22013,BOURBRIAC
22072,GURUNHUEL,22135,LOUARGAT
22072,GURUNHUEL,22156,MOUSTERU
22072,GURUNHUEL,22216,PLOUGONVER
22072,GURUNHUEL,22249,PONT-MELVEZ
22072,GURUNHUEL,22354,TREGLAMUS
22073,LA HARMOYE,22009,LE BODEO
22073,LA HARMOYE,22074,LE HAUT-CORLAY
22073,LA HARMOYE,22099,LANFAINS
22073,LA HARMOYE,22276,SAINT-BIHY
22073,LA HARMOYE,22313,SAINT-MARTIN-DES-PRES
22074,LE HAUT-CORLAY,22029,CANIHUEL
22074,LE HAUT-CORLAY,22047,CORLAY
22074,LE HAUT-CORLAY,22073,LA HARMOYE
22074,LE HAUT-CORLAY,22276,SAINT-BIHY
22074,LE HAUT-CORLAY,22313,SAINT-MARTIN-DES-PRES
22074,LE HAUT-CORLAY,22386,LE VIEUX-BOURG
22075,HEMONSTOIR,22136,LOUDEAC
22075,HEMONSTOIR,22279,SAINT-CARADEC
22075,HEMONSTOIR,22285,SAINT-CONNEC
22075,HEMONSTOIR,56093,KERGRIST
22075,HEMONSTOIR,56213,SAINT-GERAND-CROIXANVEC
22075,HEMONSTOIR,56215,SAINT-GONNERY
22076,HENANBIHEN,22012,LA BOUILLIE
22076,HENANBIHEN,22077,HENANSAL
22076,HENANBIHEN,22096,LANDEBIA
22076,HENANBIHEN,22174,PLEBOULLE
22076,HENANBIHEN,22242,PLURIEN
22076,HENANBIHEN,22268,RUCA
22076,HENANBIHEN,22286,SAINT-DENOUAL
22076,HENANBIHEN,22323,SAINT-POTAN
22077,HENANSAL,22012,LA BOUILLIE
22077,HENANSAL,22076,HENANBIHEN
22077,HENANSAL,22093,LAMBALLE-ARMOR
22077,HENANSAL,22261,QUINTENIC
22077,HENANSAL,22273,SAINT-ALBAN
22077,HENANSAL,22286,SAINT-DENOUAL
22079,HENON,22015,BREHAND
22079,HENON,22153,MONCONTOUR
22079,HENON,22176,PLEDRAN
22079,HENON,22184,PLEMY
22079,HENON,22203,PLŒUC-L'HERMITAGE
22079,HENON,22258,QUESSOY
22079,HENON,22281,SAINT-CARREUC
22079,HENON,22346,TREDANIEL
22081,HILLION,22044,COETMIEUX
22081,HILLION,22093,LAMBALLE-ARMOR
22081,HILLION,22246,POMMERET
22081,HILLION,22389,YFFINIAC
22082,LE HINGLE,22008,BOBITAL
22082,LE HINGLE,22021,BRUSVILY
22082,LE HINGLE,22380,TREVRON
22083,ILLIFAUT,22133,LOSCOUET-SUR-MEU
22083,ILLIFAUT,22147,MERDRIGNAC
22083,ILLIFAUT,22371,TREMOREL
22083,ILLIFAUT,35117,GAEL
22083,ILLIFAUT,56025,BRIGNAC
22083,ILLIFAUT,56127,MAURON
22083,ILLIFAUT,56129,MENEAC
22083,ILLIFAUT,56208,SAINT-BRIEUC-DE-MAURON
22084,JUGON-LES-LACS - COMMUNE NOUVELLE,22185,PLENEE-JUGON
22084,JUGON-LES-LACS - COMMUNE NOUVELLE,22337,SEVIGNAC
22085,KERBORS,22195,PLEUBIAN
22085,KERBORS,22199,PLEUMEUR-GAUTIER
22085,KERBORS,22347,TREDARZEC
22086,KERFOT,22162,PAIMPOL
22086,KERFOT,22214,PLOUEZEC
22086,KERFOT,22233,PLOURIVO
22086,KERFOT,22390,YVIAS
22087,KERGRIST-MOELOU,22061,GLOMEL
22087,KERGRIST-MOELOU,22128,LOCARN
22087,KERGRIST-MOELOU,22137,MAEL-CARHAIX
22087,KERGRIST-MOELOU,22220,PLOUGUERNEVEL
22087,KERGRIST-MOELOU,22229,PLOUNEVEZ-QUINTIN
22087,KERGRIST-MOELOU,22266,ROSTRENEN
22087,KERGRIST-MOELOU,22320,SAINT-NICODEME
22087,KERGRIST-MOELOU,22365,TREMARGAT
22088,KERIEN,22013,BOURBRIAC
22088,KERIEN,22115,LANRIVAIN
22088,KERIEN,22138,MAEL-PESTIVIEN
22088,KERIEN,22139,MAGOAR
22088,KERIEN,22169,PEUMERIT-QUINTIN
22090,KERMARIA-SULARD,22028,CAMLEZ
22090,KERMARIA-SULARD,22042,COATREVEN
22090,KERMARIA-SULARD,22134,LOUANNEC
22090,KERMARIA-SULARD,22265,ROSPEZ
22090,KERMARIA-SULARD,22363,TRELEVERN
22090,KERMARIA-SULARD,22381,TREZENY
22091,KERMOROC'H,22095,LANDEBAERON
22091,KERMOROC'H,22223,PLOUISY
22091,KERMOROC'H,22310,SAINT-LAURENT
22091,KERMOROC'H,22338,SQUIFFIEC
22091,KERMOROC'H,22358,TREGONNEAU
22092,KERPERT,22029,CANIHUEL
22092,KERPERT,22115,LANRIVAIN
22092,KERPERT,22139,MAGOAR
22092,KERPERT,22189,PLESIDY
22092,KERPERT,22284,SAINT-CONNAN
22092,KERPERT,22294,SAINT-GILLES-PLIGEAUX
22092,KERPERT,22321,SAINT-NICOLAS-DU-PELEM
22093,LAMBALLE-ARMOR,22002,ANDEL
22093,LAMBALLE-ARMOR,22044,COETMIEUX
22093,LAMBALLE-ARMOR,22077,HENANSAL
22093,LAMBALLE-ARMOR,22098,LANDEHEN
22093,LAMBALLE-ARMOR,22140,LA MALHOURE
22093,LAMBALLE-ARMOR,22160,NOYAL
22093,LAMBALLE-ARMOR,22165,PENGUILY
22093,LAMBALLE-ARMOR,22175,PLEDELIAC
22093,LAMBALLE-ARMOR,22193,PLESTAN
22093,LAMBALLE-ARMOR,22261,QUINTENIC
22093,LAMBALLE-ARMOR,22273,SAINT-ALBAN
22093,LAMBALLE-ARMOR,22326,SAINT-RIEUL
22093,LAMBALLE-ARMOR,22332,SAINT-TRIMOEL
22094,LANCIEUX,22209,BEAUSSAIS-SUR-MER
22094,LANCIEUX,35256,SAINT-BRIAC-SUR-MER
22095,LANDEBAERON,22018,BRELIDY
22095,LANDEBAERON,22091,KERMOROC'H
22095,LANDEBAERON,22212,PLOUEC-DU-TRIEUX
22095,LANDEBAERON,22310,SAINT-LAURENT
22095,LANDEBAERON,22338,SQUIFFIEC
22096,LANDEBIA,22076,HENANBIHEN
22096,LANDEBIA,22175,PLEDELIAC
22096,LANDEBIA,22200,PLEVEN
22096,LANDEBIA,22237,PLUDUNO
22096,LANDEBIA,22286,SAINT-DENOUAL
22096,LANDEBIA,22323,SAINT-POTAN
22097,LA LANDEC,22104,LANGUEDIAS
22097,LA LANDEC,22180,PLELAN-LE-PETIT
22097,LA LANDEC,22315,SAINT-MAUDEZ
22097,LA LANDEC,22342,TREBEDAN
22097,LA LANDEC,22388,VILDE-GUINGALAN
22098,LANDEHEN,22015,BREHAND
22098,LANDEHEN,22093,LAMBALLE-ARMOR
22098,LANDEHEN,22332,SAINT-TRIMOEL
22099,LANFAINS,22009,LE BODEO
22099,LANFAINS,22059,LE FŒIL
22099,LANFAINS,22073,LA HARMOYE
22099,LANFAINS,22203,PLŒUC-L'HERMITAGE
22099,LANFAINS,22276,SAINT-BIHY
22099,LANFAINS,22277,SAINT-BRANDAN
22101,LANGOAT,22006,BERHET
22101,LANGOAT,22034,CAVAN
22101,LANGOAT,22042,COATREVEN
22101,LANGOAT,22110,LANMERIN
22101,LANGOAT,22141,MANTALLOT
22101,LANGOAT,22152,MINIHY-TREGUIER
22101,LANGOAT,22257,QUEMPERVEN
22101,LANGOAT,22264,LA ROCHE-JAUDY
22103,LANGROLAY-SUR-RANCE,22213,PLOUER-SUR-RANCE
22103,LANGROLAY-SUR-RANCE,35181,LE MINIHIC-SUR-RANCE
22103,LANGROLAY-SUR-RANCE,35228,PLEURTUIT
22104,LANGUEDIAS,22097,LA LANDEC
22104,LANGUEDIAS,22145,MEGRIT
22104,LANGUEDIAS,22180,PLELAN-LE-PETIT
22104,LANGUEDIAS,22342,TREBEDAN
22104,LANGUEDIAS,22348,TREDIAS
22104,LANGUEDIAS,22391,YVIGNAC-LA-TOUR
22105,LANGUENAN,22048,CORSEUL
22105,LANGUENAN,22049,CREHEN
22105,LANGUENAN,22190,PLESLIN-TRIGAVOU
22105,LANGUENAN,22209,BEAUSSAIS-SUR-MER
22105,LANGUENAN,22339,TADEN
22106,LANGUEUX,22278,SAINT-BRIEUC
22106,LANGUEUX,22360,TREGUEUX
22106,LANGUEUX,22389,YFFINIAC
22107,BON REPOS SUR BLAVET,22033,CAUREL
22107,BON REPOS SUR BLAVET,22064,GOUAREC
22107,BON REPOS SUR BLAVET,22124,LESCOUET-GOUAREC
22107,BON REPOS SUR BLAVET,22181,PLELAUFF
22107,BON REPOS SUR BLAVET,22244,PLUSSULIEN
22107,BON REPOS SUR BLAVET,22316,SAINT-MAYEUX
22107,BON REPOS SUR BLAVET,22331,SAINTE-TREPHINE
22107,BON REPOS SUR BLAVET,22334,SAINT-IGEAUX
22107,BON REPOS SUR BLAVET,56203,SAINT-AIGNAN
22107,BON REPOS SUR BLAVET,56209,SAINTE-BRIGITTE
22107,BON REPOS SUR BLAVET,56245,SILFIAC
22108,LANLEFF,22057,LE FAOUET
22108,LANLEFF,22178,PLEHEDEL
22108,LANLEFF,22256,QUEMPER-GUEZENNEC
22108,LANLEFF,22370,TREMEVEN
22108,LANLEFF,22390,YVIAS
22109,LANLOUP,22178,PLEHEDEL
22109,LANLOUP,22214,PLOUEZEC
22109,LANLOUP,22222,PLOUHA
22110,LANMERIN,22042,COATREVEN
22110,LANMERIN,22101,LANGOAT
22110,LANMERIN,22257,QUEMPERVEN
22110,LANMERIN,22265,ROSPEZ
22110,LANMERIN,22381,TREZENY
22111,LANMODEZ,22127,LEZARDRIEUX
22111,LANMODEZ,22195,PLEUBIAN
22111,LANMODEZ,22199,PLEUMEUR-GAUTIER
22112,LANNEBERT,22063,GOMMENEC'H
22112,LANNEBERT,22065,GOUDELIN
22112,LANNEBERT,22121,LANVOLLON
22112,LANNEBERT,22177,PLEGUIEN
22112,LANNEBERT,22236,PLUDUAL
22112,LANNEBERT,22370,TREMEVEN
22113,LANNION,22030,CAOUENNEC-LANVEZEAC
22113,LANNION,22134,LOUANNEC
22113,LANNION,22168,PERROS-GUIREC
22113,LANNION,22198,PLEUMEUR-BODOU
22113,LANNION,22211,PLOUBEZRE
22113,LANNION,22224,PLOULEC'H
22113,LANNION,22265,ROSPEZ
22113,LANNION,22324,SAINT-QUAY-PERROS
22113,LANNION,22340,TONQUEDEC
22113,LANNION,22343,TREBEURDEN
22114,LANRELAS,22053,EREAC
22114,LANRELAS,22240,PLUMAUGAT
22114,LANRELAS,22309,SAINT-LAUNEUC
22114,LANRELAS,22337,SEVIGNAC
22114,LANRELAS,22371,TREMOREL
22115,LANRIVAIN,22088,KERIEN
22115,LANRIVAIN,22092,KERPERT
22115,LANRIVAIN,22139,MAGOAR
22115,LANRIVAIN,22169,PEUMERIT-QUINTIN
22115,LANRIVAIN,22229,PLOUNEVEZ-QUINTIN
22115,LANRIVAIN,22321,SAINT-NICOLAS-DU-PELEM
22115,LANRIVAIN,22365,TREMARGAT
22116,LANRODEC,22011,BOQUEHO
22116,LANRODEC,22206,CHATELAUDREN-PLOUAGAT
22116,LANRODEC,22225,PLOUMAGOAR
22116,LANRODEC,22289,SAINT-FIACRE
22116,LANRODEC,22304,SAINT-JEAN-KERDANIEL
22116,LANRODEC,22322,SAINT-PEVER
22117,LANTIC,22055,BINIC-ETABLES-SUR-MER
22117,LANTIC,22177,PLEGUIEN
22117,LANTIC,22182,PLELO
22117,LANTIC,22232,PLOURHAN
22117,LANTIC,22251,PORDIC
22117,LANTIC,22356,TREGOMEUR
22117,LANTIC,22361,TREGUIDEL
22118,LANVALLAY,22026,CALORGUEN
22118,LANVALLAY,22035,LES CHAMPS-GERAUX
22118,LANVALLAY,22050,DINAN
22118,LANVALLAY,22280,SAINT-CARNE
22118,LANVALLAY,22299,SAINT-HELEN
